Well No,District,Tahsil / Taluk,Village,Latitude,Longitude,Date of collection,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,HAR_Total,SAR,RSC,Na%,WnQn(Ph),WnQn(Ca),WnQn(Mg),WnQn(F),WnQn(Ec),WnQn(Har),WnQn(TDS),WaterQualityIndex
13235,Kancheepuram,Tambaram,Pallavaram,"12°58'21""","80°09'13""",03-01-2015,1003,12,32,47.385,271,24,277,88,0,420.9,0.2,7.9,1790,275,7.110813,1.402932,65.86179,7.01454,0.565320021,5.231970549,13.80175838,1.976411793,0.303638683,0.398683072,29.2923225
13238m,Kancheepuram,Tambaram,Pallavaram,"12°58'04""","80°09'01""",03-01-2015,595,8,44,25.515,131,28,113,62,0,311.1,0.1,8,1070,215,3.888208,0.8039355,53.20568,7.793933333,0.777315029,2.817214911,6.900879192,1.181430513,0.237390243,0.236506907,19.94467013
MWS5,Kancheepuram,Tambaram,Thiruneermalai,"12°57'33""","80°07'11""",03-01-2015,931,31,114,44.955,155,3,191,91,0,390.4,0.1,8.1,1620,470,3.111824,0,41.59933,8.573326667,2.013952576,4.963664367,6.900879192,1.78870788,0.518946113,0.370063749,25.12954054
13230,Kancheepuram,Tambaram,Pallikaranai,"12°56'06""","80°12'25""",03-01-2015,715,13,24,26.73,209,0.1,149,65,0,366,0.1,8.3,1250,170,6.975269,2.601942,72.78137,10.13211333,0.423990016,2.951368002,6.900879192,1.380175833,0.187703913,0.284205779,22.26043607
13231,Kancheepuram,Tambaram,Vengivasal,"12°51'00""","80°10'13""",03-01-2015,1256,17,76,68.04,304,0.1,425,82,0,451.4,0.3,7.8,2260,470,6.102147,0,58.46482,6.235146667,1.342635051,7.512573096,20.70263758,2.495357907,0.518946113,0.499248194,39.3065446
13238,Kancheepuram,Chengalpattu,Kannivakkam,"12°47'50""","80°50'30""",03-01-2015,424,4,14,32.805,97,0.1,113,46,2.494317,167.4264,0.3,8.2,760,170,3.236923,0,55.37135,9.35272,0.247327509,3.622133457,20.70263758,0.839146907,0.187703913,0.168536014,35.12020538
23047,Kancheepuram,Kancheepuram,Devanur,"12°45'26""","79°55'33""",03-01-2015,404,4,24,38.88,62,0.1,121,49,2.200731,147.72,0.33,8.2,710,220,1.818821,0,38.00266,9.35272,0.423990016,4.292898912,22.77290133,0.783939873,0.242910947,0.160586202,38.02994728
HP11909,Kancheepuram,Chengalpattu,Ottivakkam,"12°47'25""","80°07'25""",03-01-2015,277,4,26,24.3,17,25,46,36,2.575589,137.3246,0.4,8.3,470,165,0.5759187,0,15.81392,10.13211333,0.459322517,2.68306182,27.60351677,0.518946113,0.18218321,0.110104896,41.68924866
HP11912,Kancheepuram,Chengalpattu,Karunilam,"12°45'40""","80°04'00""",03-01-2015,692,4,14,71.685,145,16,135,83,0,427,0.4,8.2,1330,330,3.472638,0.4016235,47.37289,9.35272,0.247327509,7.915032369,27.60351677,1.468507087,0.36436642,0.275063495,47.22653365
HP11926,Kancheepuram,Chengalpattu,Pattaravakkam,"12°42'56""","80°01'10""",03-01-2015,773,10,8,4.86,294,0.1,110,59,0,512.4,0.5,8.2,1340,40,20.23068,7.59974,94.10069,9.35272,0.141330005,0.536612364,34.50439596,1.479548493,0.044165627,0.307260234,46.36603268
A13006,Kancheepuram,Kancheepuram,Chengalpet Police Qtrs,"12°41'48""","79°58'34""",03-01-2015,445,4,20,65.61,48,0.1,117,61,4.379844,185.4946,0.1,8.4,850,320,1.167436,0,24.59969,10.91150667,0.353325013,7.244266914,6.900879192,0.938519567,0.353325013,0.176883317,26.87870568
MWS1A,Kancheepuram,Tambaram,Nanmangalam,"12°56'30""","80°10'01""",03-01-2015,687,5,26,58.32,154,4,223,20,0,359.9,0.1,8.2,1290,305,3.836706,0,51.93747,9.35272,0.459322517,6.439348368,6.900879192,1.42434146,0.336762903,0.273076042,25.18645048
LabKpm05,Kancheepuram,Chenglepet,Peramanur,"12°47'21""","80°00'49""",03-01-2015,767,10,20,75.33,165,1,216,63,0,366,0.4,8.1,1440,360,3.783495,0,49.84267,8.573326667,0.353325013,8.317491642,27.60351677,1.58996256,0.39749064,0.30487529,47.13998858
HP11937,Kancheepuram,Uthiramerur,Walajabad,"12°47'00""","79°49'50""",05-01-2015,1107,17,22,25.515,363,0.1,369,91,66,189.1,1.4,8.6,1900,160,12.4877,2.102112,83.14851,12.47029333,0.388657515,2.817214911,96.61230868,2.097867267,0.176662507,0.440022094,115.0030263
HP11938,Kancheepuram,Uthiramerur,Thenneri,"12°52'00""","79°51'40""",05-01-2015,396,3,20,31.59,81,4,121,9,3.496098,186.4041,0.3,8.3,720,180,2.627001,0,48.77773,10.13211333,0.353325013,3.487980366,20.70263758,0.79498128,0.19874532,0.157406278,35.82718917
HP11957,Kancheepuram,Kancheepuram,Kilambi,"12°51'30""","79°39'20""",05-01-2015,854,11,26,44.955,235,0.1,209,87,84,237.9,0.6,8.6,1520,250,6.467,1.702715,67.15559,12.47029333,0.459322517,4.963664367,41.40527515,1.678293813,0.276035167,0.339456972,61.59234132
HP11958,Kancheepuram,Kancheepuram,Govindavadi,"12°56'30""","79°40'05""",05-01-2015,988,6,42,60.75,242,0.1,404,137,66,18.3,0.5,8.5,1760,355,5.588809,0,59.72784,11.6909,0.741982528,6.70765455,34.50439596,1.943287573,0.391969937,0.392720713,56.37291126
HP11963,Kancheepuram,Kancheepuram,Purisai,"12°59'10""","79°45'00""",05-01-2015,750,4,36,38.88,186,0.1,227,138,36,140.3,0.2,8.4,1310,250,5.118994,0,61.81164,10.91150667,0.635985024,4.292898912,13.80175838,1.446424273,0.276035167,0.29811795,31.66272638
13014,Kancheepuram,Kancheepuram,Magaral,"12°43'00""","79°45'20""",05-01-2015,846,6,16,32.805,163,152,128,60,156,219.6,0.1,8.7,1450,175,5.3612,5.3016,48.97945,13.24968667,0.282660011,3.622133457,6.900879192,1.601003967,0.193224617,0.336277048,26.18586496
13018,Kancheepuram,Kancheepuram,Chetiyarpet,"12°52'00""","79°45'20""",05-01-2015,922,2,16,19.44,329,0.1,184,66,150,298.9,1.2,8.9,1670,120,13.06884,7.501204,85.63429,14.80847333,0.282660011,2.146449456,82.8105503,1.843914913,0.13249688,0.366486333,102.3910312
2404A,Kancheepuram,Kancheepuram,Thiruparuthikundram,"12°49'54""","79°40'51""",05-01-2015,620,12,22,14.58,205,0.1,89,51,84,201.3,0.7,8.7,1120,115,8.319364,3.8019,79.49381,13.24968667,0.388657515,1.609837092,48.30615434,1.236637547,0.126976177,0.246444172,65.16439351
LabKpm09,Kancheepuram,Sriperumbudur,Senthamangalam,"12°54'37""","79°50'35""",05-01-2015,249,2,14,19.44,55,0.1,43,12,3.687832,156.1866,0.9,8.4,470,115,2.231696,0.3846841,50.97442,10.91150667,0.247327509,2.146449456,62.10791273,0.518946113,0.126976177,0.098975159,76.15809381
LabKpm12,Kancheepuram,Kancheepuram,Ayyamichery,"12°52'00""","79°43'11""",05-01-2015,2837,4,280,170.1,545,0.1,1673,118,0,67.1,0.4,8,5170,1400,6.339071,0,45.87169,7.793933333,4.946550187,18.78143274,27.60351677,5.708407247,1.545796933,1.127680832,67.50731804
LabKpm13,Kancheepuram,Kancheepuram,Govinthavadiagaram,"12°57'19""","79°40'31""",05-01-2015,507,40,36,13.365,132,3,67,9,78,213.5,0.8,8.7,870,145,4.771198,3.203181,65.88446,13.24968667,0.635985024,1.475684001,55.20703353,0.96060238,0.160100397,0.201527734,71.89061974
LabKpm14,Kancheepuram,Kancheepuram,Vaiyavoor,"12°50'34""","79°44'39""",05-01-2015,806,3,62,44.955,191,8,319,31,60,152.5,0.3,8.4,1530,340,4.507864,0,54.27956,10.91150667,1.095307541,4.963664367,20.70263758,1.68933522,0.375407827,0.320377424,40.05823662
LabKpm15,Kancheepuram,Kancheepuram,Babashahibpettai,"12°48'16""","79°46'56""",05-01-2015,1938,4,72,77.76,530,21,971,166,36,91.5,0.3,8.4,3360,500,10.31413,0,68.64762,10.91150667,1.271970048,8.585797824,20.70263758,3.70991264,0.552070333,0.770336783,46.50423187
LabKpm16,Kancheepuram,Kancheepuram,Kancheepuram Kailasanatha,"12°50'33""","79°41'22""",05-01-2015,1425,10,44,31.59,443,21,553,134,84,140.3,0.5,8.5,2460,240,12.44446,0.3044053,78.32517,11.6909,0.777315029,3.487980366,34.50439596,2.71618604,0.26499376,0.566424105,54.00819526
LabKpm17,Kancheepuram,Kancheepuram,Kurivimalai,"12°47'24""","79°42'50""",05-01-2015,498,4,60,27.945,87,0.1,202,28,2.880485,121.9939,0.6,8.4,910,265,2.326022,0,41.67404,10.91150667,1.05997504,3.085521093,41.40527515,1.004768007,0.292597277,0.197950319,57.95759355
13159,Kancheepuram,Sriperumbudur,Sriperumbudur(b.d.o.offi),"12°58'00""","79°47'30""",06-01-2015,587,7,66,34.02,99,0.1,188,71,0,195.2,0.1,8.3,1040,305,2.467138,0,41.39844,10.13211333,1.165972544,3.756286548,6.900879192,1.148306293,0.336762903,0.233326982,23.6736478
A13001,Kancheepuram,Sriperumbudur,Sriperumbudur Pwd Tank,"12°58'21""","79°56'27""",06-01-2015,1322,5,88,77.76,265,8,546,245,0,140.3,0.1,8.2,2250,540,4.962587,0,51.18085,9.35272,1.554630059,8.585797824,6.900879192,2.4843165,0.59623596,0.525482573,30.00006211
HP11960,Kancheepuram,Sriperumbudur,Pondur,"12°55'45""","79°56'15""",06-01-2015,1263,11,48,53.46,343,8,418,204,90,97.6,0.3,8.4,2190,340,8.09457,0,68.06782,10.91150667,0.847980032,5.902736004,20.70263758,2.41806806,0.375407827,0.502030628,41.66036679
13016,Kancheepuram,Sriperumbudur,Padappai,"12°53'00""","80°01'35""",06-01-2015,2008,3,320,133.65,216,0.1,1170,115,0,79.3,0.5,8.2,3640,1350,2.558669,0,25.83628,9.35272,5.653200213,14.75684001,34.50439596,4.019072027,1.4905899,0.798161125,70.57497923
HP11962,Kancheepuram,Sriperumbudur,Kunrathur,"12°59'30""","80°05'50""",06-01-2015,546,6,28,26.73,136,0.1,156,65,0,213.5,0.4,8.3,950,180,4.411182,0,62.17125,10.13211333,0.494655019,2.951368002,27.60351677,1.048933633,0.19874532,0.217029868,42.64636194
MWS1,Kancheepuram,Sriperumbudur,Salamangalam,"12°53'08""","80°00'46""",06-01-2015,635,5,28,57.105,129,0.1,195,61,48,189.1,1,8.6,1170,305,3.213909,0,47.91739,12.47029333,0.494655019,6.305195277,69.00879192,1.29184458,0.336762903,0.252406531,90.15994956
